0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
185,6058,17320,656,6321,16871,286,9822,2614,1239,16610,4355,6968,5663,438,6077,10775,4392,12194,9017,2991
186,10405,4539,13411,4349,13693,14262,2658,15216,8837,2768,6380,17262,2328,6582,8120,3144,11575,399,13879,5883
187,489,2407,119,6038,7033,4199,3206,6200,1794,5174,3097,17294,3827,6315,3867,2081,11304,8353,1097,16024
188,829,16371,5054,12995,3009,13282,534,1124,9710,399,1509,1061,5768,1532,1501,6582,1597,11878,638,1095
189,673,2910,4559,218,5973,2158,2371,145,6511,9624,9631,3728,17829,2100,14389,16349,7402,2959,6041,15237
190,7807,367,386,77,3603,611,11443,2697,10725,11528,3980,13275,18811,7468,17666,3585,10842,622,8719,8969
191,1662,2099,1282,636,702,249,3342,3004,12839,9963,2957,412,4959,4098,1733,421,8,10136,722,207
192,7721,1862,6741,770,1944,607,1102,10978,2202,4215,431,14432,16140,2067,15767,3815,4922,14025,13296,13883
193,5144,1866,408,1929,2501,3860,2826,57,950,6384,769,5169,12125,5936,12881,6062,6455,14604,4006,13194
194,773,3906,1043,4433,12789,13,8211,1582,10006,5958,5701,7617,14534,9554,12453,275,9914,7377,15283,8790
195,130,46,1174,4625,1749,1292,2754,2457,9501,5596,2786,3906,2781,379,7845,2725,3621,662,533,2749
196,4264,1160,8396,575,11147,4152,13639,1296,13490,6305,4600,908,1408,15759,284,10406,528,14342,256,7468
197,1261,2429,6636,310,6838,515,266,8882,2878,4662,2839,545,10900,3966,13613,6783,3071,1088,10124,1168
198,18126,18417,986,17810,2343,8661,675,13869,5722,4949,685,8873,1404,10604,7387,6174,481,14306,1455,3488
199,10214,11309,11782,3699,5340,10660,1453,1766,10085,6634,296,1049,11075,1321,10165,10577,5791,4245,1636,10645
200,1322,6691,3837,1213,7899,1674,747,11202,3980,2449,2553,5483,3052,1113,9328,9825,2134,677,9014,10700
201,244,2018,123,13307,8925,3148,18158,8738,3197,11302,4941,6782,14292,12728,13507,9391,5381,8059,5247,3513
202,3043,475,14817,3309,1004,1288,5492,9527,16464,12050,2472,11894,6858,14515,14751,6908,8938,5010,1320,12833
203,3815,5624,18004,4667,14964,1944,2013,6029,14298,17748,2755,14162,2731,3777,14403,2217,6805,738,8802,5880
204,12765,3463,9693,4215,11266,13399,6016,4677,7286,14717,7946,18243,3556,17690,6315,7116,806,9765,3206,4956
205,6267,870,1535,8854,1442,7264,3320,4544,660,3445,2370,6262,7363,5318,10758,14489,7467,9655,6403,6792
206,3012,5827,2549,1999,2338,3912,7648,8456,6571,6007,11638,14081,7622,6401,1235,3721,2685,12410,6287,8341
207,2587,2099,1662,11546,5187,7022,9403,9456,6788,13349,191,10086,9963,636,9543,3149,4359,2727,5010,12839
208,13150,14079,8511,5773,5270,1631,3017,9494,7299,12991,12391,2087,4960,5869,12639,1808,18757,2185,739,11420
209,7705,14079,4957,5137,7364,1612,15163,2111,7634,10415,4359,9456,5250,3149,266,7450,5187,1231,15009,17801
210,9202,127,17240,6323,15896,978,5233,2496,12656,3522,17307,3626,2449,16268,1826,2310,704,8738,493,15226
211,1860,12531,9172,18466,14259,14015,11031,12432,8337,6043,4249,10440,13722,8741,5683,18024,7464,9986,8968,245
212,1920,17963,10443,17068,3466,12956,2356,4874,13739,4970,2492,14606,2375,7184,930,17173,5119,17336,10310,8818
213,8818,6346,1887,4351,8376,4393,2310,487,9390,125,1959,108,6773,3493,12232,12380,1999,4065,2200,7854
214,13486,1271,1338,3128,812,1595,11409,13838,13583,76,1346,11582,12114,17827,3947,16848,505,6704,11127,8050
