제목,원제,개봉일,스트리밍,대여,구매,평점,장르,재생 시간,출연진,시놉시스,이미지,감독
미녀 삼총사,Charlie's Angels,1976,,"{'Naver Store': ['1개', 'HD']}","{'Naver Store': ['1개', 'HD']}","['72%', '6.5 (11k)']","['액션', '범죄', '드라마']",52분,"['Jaclyn Smith', 'Cheryl Ladd', 'Tanya Roberts', 'David Doyle', 'John Forsythe']","Beautiful, intelligent, and ultra-sophisticated, Charlie's Angels are everything a man could dream of... and way more than they could ever handle! Receiving their orders via speaker phone from their never seen boss, Charlie, the Angels employ their incomparable sleuthing and combat skills, as well as their lethal feminine charm, to crack even the most seemingly insurmountable of cases.",https://images.justwatch.com/poster/110254380/s276/charlies-angels.webp,
달려라 번개호,Mahha GoGoGo,1967,"{'Watcha': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}","['80%', '7.2 (2k)']","['액션', '스포츠', '애니메이션', '코미디', '가족', 'SF']",23분,"['Katsuji Mori', 'Teiji Ōmiya', 'Ryoko Kinomiya', 'Junko Hori', 'Kei Tomiyama', 'Kenji Utsumi', 'Hiroshi Ohtake', ""Kin'ya Aikawa"", 'Michiko Nomura']",달려라 번개호,https://images.justwatch.com/poster/245222302/s276/dalryeora-beongaeho.webp,
마징가 Z,マジンガーZ,1972,"{'wavve': ['1개', 'HD'], 'Watcha': ['1개', 'HD']}","{'Naver Store': ['1개', 'HD']}",,"['85%', '7.8 (1k)']","['SF', '액션', '애니메이션']",26분,"['Joji Yanami', 'Minori Matsushima', 'Hiroya Ishimaru', 'Haruko Kitahama', 'Hidekatsu Shibata', 'Hiroshi Ohtake', 'Kazuko Sawada', 'Kousei Tomita', 'Isamu Tanonaka', 'Junpei Takiguchi', 'Kōji Yada', 'Nana Yamaguchi', 'Osamu Kato', 'Yonehiko Kitagawa', 'Tomoko Matsushima', 'Kotoe Taichi']",세계 정복을 꿈꾸는 천재 과학자 헬 박사로부터 세상을 지켜내기 위해 만들어진 마징가 Z의 이야기,https://images.justwatch.com/poster/177001744/s276/majingga-z.webp,['Tomoharu Katsumata']
질투,,1992,"{'wavve': ['1개', 'HD']}",,,,,48분,"['Choi Jin-sil', 'Choi Soo-jong', 'Lee Eung-kyeong']",90년대 초 젊은이들의 풋풋한 사랑을 그들의 템포에 맞춰 빠른 속도로 그려내어 호평 받았다. 성숙한 사랑을 알게 되기까지의 시련과 그리움을 아름다운 영상미로 담아내어 멜로드라마의 표본으로 인정받았다. 그리고 드라마 OST를 부른 유승범의 노래도 드라마와 함께 많은 사랑을 받았다.,https://images.justwatch.com/poster/247318796/s276/jiltu.webp,
신세기 GPX 사이버 포뮬러,新世紀GPXサイバーフォーミュラ,1991,"{'wavve': ['1개', 'HD']}",,,"['88%', '7.4']","['애니메이션', '액션', 'SF', '스포츠']",26분,"[""Jun'ichi Kanemaru"", 'Shinobu Adachi', 'Shozo Iizuka', 'Yuri Amano', 'Hikaru Midorikawa', 'Kotono Mitsuishi', 'Toshihiko Seki', 'Yoko Matsuoka', 'Show Hayami', 'Hiroshi Takemura', 'Kosuke Tomita', 'Naoki Tatsuta', 'Tatsuya Matsuda', 'Yuri Amano', 'Ai Satou', 'Bin Shimada', 'Bin Shimada', ""Jun'ichi Kanemaru"", 'Kazuhiko Kishino', 'Kenichi Ono']",아버지가 만든 인공지능 자동차 아스라다를 탑승하게 되고 사이버 포뮬러 월드 그랑프리에 참가 하며 성장해 나가는 이야기,https://images.justwatch.com/poster/138667552/s276/sinsegi-gpx-saibeo-pomyulreo.webp,['Mitsuo Fukuda']
천방지축 하니,,1989,"{'Watcha': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}",,,23분,"['Yu Hae-Mu', '주희', '장정진', 'Yoo Ji-young', 'Yoo Ji-young', '김순원']","하니의 출생과 성장의 비밀을 중심으로 힘겨워하는 사춘기 소녀와 이를 애타게 찾는 친엄마와의 만남, 그리고 엄마를 향한 체조의 열정을 담은 애니메이션",https://images.justwatch.com/poster/246843381/s276/ceonbangjicug-hani.webp,
여명의 눈동자,,1991,"{'wavve': ['1개', 'HD'], 'Watcha': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}",,,49분,"['이미경', '유판웅', '신동훈', 'Oh Yeon-soo', 'Choi Bool-am', 'Park Geun-hyung', 'Park Joo-mi', 'Cha Kwang-Soo', '여옥', 'Choi Jae-sung', 'Park Sang-won', 'Ko Hyun-jung', 'Jang Hang-seon']","일제치하, 해방, 한국전쟁으로 이어지는 격동의 현대사와 이데올로기의 대립이 빚어낸 아픔을 주인공들을 통해 그려낸 드라마",https://images.justwatch.com/poster/243984786/s276/yeomyeongyi-nundongja.webp,
Five Came Back: The Reference Films,,1945,"{'Netflix': ['1개', 'HD']}",,,,['다큐멘터리'],,,"This collection includes 12 World War II-era propaganda films — many of which are graphic and offensive — discussed in the docuseries ""Five Came Back.""",https://images.justwatch.com/poster/248492873/s276/five-came-back-the-reference-films.webp,
키다리 아저씨,私のあしながおじさん,1990,"{'wavve': ['1개', 'HD'], 'Watcha': ['1개', 'HD']}","{'Naver Store': ['1개', 'HD']}",,"['77%', '8.1 (1k)']","['드라마', '애니메이션', '코미디', '로맨스']",20분,"['Mitsuko Horie', 'Bin Shimada', 'Chie\u2005Satō', 'Hideyuki Tanaka', 'Yuri Amano', 'Hiromi Tsuru', 'Hiroshi Masuoka', 'Hisako Kyoda', 'Kenichi Ogata', 'Masako Katsuki', 'Michitaka Kobayashi', 'Tatsukou Ishimori', 'Yoku Shioya', 'Yoshino Ootori', 'Yuuko Kobayashi', 'Yuriko Fuchizaki', 'Eiko Hisamura', 'Toshiko Fujita']",고아이지만 언제나 밝은 주디와 그런 주디를 도와주는 후견인 '키다리 아저씨'의 사랑 이야기를 그린 애니메이션,https://images.justwatch.com/poster/244599492/s276/kidari-ajeossi.webp,['Kazuyoshi Yokota']
소공녀 세라,小公女セーラ,1985,,"{'Naver Store': ['1개', 'HD']}",,"['83%', '7.8 (1k)']","['애니메이션', '드라마']",24분,"['Sumi Shimamoto', 'Eiko Hisamura', 'Asami Mukaidono', 'Atsuko Mine', 'Banjo Ginga', 'Chieko Honda', 'Chika Sakamoto', 'Shūsei Nakamura', 'Hideyuki Tanaka', 'Hiroshi Masuoka', 'Ikuya Sawaki', 'Kazue Ikura', 'Kumiko Takizawa', 'Teiyū Ichiryūsai', 'Mitsuko Horie', 'Naoko Watanabe', 'Reiko Yamada', 'Run Sasaki', 'Taeko Nakanishi', 'Toru Furuya', 'Yukiko Nashiwa', 'Chika Sakamoto', 'Seiko Nakano', 'Maki Yaosaha', 'Daisuke Gouri', 'Toshiya Ueda', 'Yusaku Yara']",세계명작극장 시리즈의 10번째 작품으로 1985년에 방영된 작품이다. 감독은 쿠로카와 후미오이다. 원작은 영국의 작가 프랜시스 버넷의 소공녀이다. 원작자 프랜시스 버넷의 작품 소공녀 세라는 세계명작극장의 11번째 시리즈로써 1985년 한해동안 46화의 장편 애니메이션으로 방영하였다. 인도에서 태어나 큰 사업을 운영하여 크게 성공한 아버지 밑에서 어머니 없이 살아가는 세라 크루는 착하고 예쁘고 따뜻한 성품을 지녔다. 세라에게 필요한 물건들이나 세라가 가지고 싶어하는 물건들을 바로바로 사주면서 세라는 공주님에 걸맞는 생활을 하게 된다. 하지만 인도에서 아버지 랄프 크루는 거대한 다이아몬드 광산에 전재산을 투자하는데 결국 투자사기로 결론남에 따라 세라 아버지는 파산을 선고받고 빈털터리가 된다. 거기에 엎친데 덮친격으로 아버지가 열병으로 사망하면서 그동안 공주같은 생활을 했던 세라는 하루아침에 학교의 하녀로 전락하여 사악한 민친 원장의 시중을 드는 신세로 전락하는데.....,https://images.justwatch.com/poster/55511874/s276/sogongnyeo-sera.webp,
알프스의 장미,アルペンローゼ Arupenrōze,1985,"{'Watcha': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}","['79%', '7.5']","['애니메이션', '드라마', '전쟁', '역사', '로맨스']",19분,,"Alpen Rose is a shōjo manga series created by Michiyo Akaishi. The story was adapted into an anime by Tatsunoko Productions in 1985, with character designs by Akemi Takada.",https://images.justwatch.com/poster/138569595/s276/alpeuseuyi-jangmi.webp,
빨강머리 앤,赤毛のアン,1979,,"{'Naver Store': ['1개', 'HD']}",,"['86%', '7.6']","['액션', '애니메이션', '로맨스', '드라마', '가족']",25분,"['Sanae Takagi', 'Eiko Hisamura', 'Kazuhiko Inoue', 'Ryūji Saikachi', 'Fumie Kitahara', 'Gara Takashima', 'Michiko Hirai', 'Reiko Mutoh', 'Yoku Shioya', 'Miyoko Asô', 'Chiyoko Kawashima', 'Hiroko Suzuki', 'Kazuyuki Sogabe', 'Kimiko Tsuruta', 'Eisuke Yoda', 'Junko Hori', 'Kazuyo Aoki', 'Motomu Kiyokawa', 'Rihoko Yoshida', 'Ritsuo Sawa']","몽고메리의 동명 소설을 애니메이션화하여, 국내에서도 가장 높은 인기를 얻었던 추억의 명작 애니메이션",https://images.justwatch.com/poster/245317223/s276/bbalgangmeori-aen.webp,['Shigeo Koshi']
과학닌자대 갓챠맨,科学忍者隊ガッチャマン,1972,"{'Watcha': ['1개', 'HD']}",,"{'Naver Store': ['2개', 'HD']}","['90%', '7.8']","['애니메이션', 'SF', '액션', '드라마', '판타지']",27분,"['Katsuji Mori', 'Isao Sasaki', 'Kazuko Sugiyama', 'Yoku Shioya', 'Shingo Kanemoto', 'Nobuo Tanaka', 'Hisayoshi Yoshizawa', 'Tōru Ōhira', 'Aiko Konoshima', 'Masako Nozawa', 'Kyoko Terase', 'Teiji Ōmiya', 'Toshiko Sawada', 'Hideo Kinoshita']","가까운 미래, 거대 로봇괴수 터틀킹이 전세계 각지의 우라늄 저장소를 습격하여 우라늄을 탈취하고 있었다. 이때 국제과학기술청에서는 이 사태의 심각성을 인식하고, 대책을 모색하나, 괴수의 정체조차도 알 수 없었고, 이들을 막을 뾰족한 수가 없었다. 이때 국제과학기술청의 난부 박사는 이 괴수가 갤랙터라는 악의 조직의 소속임을 밝히며, 그동안 비밀리에 조직해 훈련시켜왔던 과학닌자대를 국제과학기술청에 소개하면서 터틀킹을 저지하도록 한다. 과학닌자대는 터틀킹을 처치함으로써 처음으로 데뷔했다.",https://images.justwatch.com/poster/138415559/s276/ke-xue-ren-zhe-dui-gatsuchiyaman.webp,
엄마 찾아 삼만리,母をたずねて三千里,1976,"{'Watcha': ['1개', 'HD']}","{'Naver Store': ['1개', 'HD']}",,"['82%', '7.3']","['액션', '드라마', '애니메이션']",25분,"['Yoshiko Matsuo', 'Akiko Tsuboi', 'Kazuyuki Sogabe', 'Noriko Ohara', 'Kiyoshi Kawakubo', 'Mie Azuma', 'Yukiko Nikaido', 'Akio Nojima', 'Eken Mine', 'Fumio Matsuoka', 'Hikaru Miyata', 'Ichirō Nagai', 'Kei Tomiyama', 'Keiko Yokozawa', 'Kōhei Miyauchi', 'Kuriko Komamura', 'Masaaki Okabe', 'Masako Nozawa', 'Reiko Mutoh', 'Takuzou Kamiyama', 'Mieko Nobusawa']","《엄마 찾아 3000리》(일본어: 母をたずねて三千里)는 닛폰애니메이션의 세계명작극장 시리즈의 ""플랜더스의 개""의 후속작인 일환으로 제작된 일본의 TV시리즈 애니메이션이다. 이탈리아의 아동 문학 작가 에드몬도 데 아미치스의 《사랑의 학교》에 실려 있는 단편 〈아펜니노 산맥에서 안데스 산맥까지〉를 토대로 제작되었다. 후지 TV를 통해 1976년 1월 4일(일요일)에 방영이 시작되어 동년 12월 26일(일요일)에 전 52화로 종영하였고, 당시 시청률 30％ 이상을 기록하였다. 1982년 KBS에서 방영했다. 1999년 4월 3일(토요일)에 극장용 애니메이션 영화 《극장판 MARCO 엄마 찾아 30000리》가 일본에서 개봉하였다. 대한민국에서는 KBS에서 한국어 더빙으로 방영하였고, EBS에서 2009년에 방영하였다. 방영 시에 리의 길이가 한일간에 10배 차이가 난다는 이유로(일본은 도요토미 히데요시 집권 이후, 10리를 1리로 환산하게 되었다.) 《엄마 찾아 30000리》로 개명되었다. 극장판 영화의 경우 2002년에 DVD로 출시되었으며, 2003년에 주한 일본대사관 공보문화원이 개최한 ""일본 명작 애니메이션 DVD 상영회""를 통해 상영되었다. 이후 ㈜얼리버드픽쳐스가 수입하여 케이블 TV를 통해 한국어 더빙으로 방영되었다.",https://images.justwatch.com/poster/240526167/s276/eomma-caja-sammanri.webp,
톰 소여의 모험,トム・ソーヤーの冒険,1980,"{'wavve': ['1개', 'HD'], 'Watcha': ['1개', 'HD']}","{'Naver Store': ['1개', 'HD']}",,"['87%', '8.5']","['액션', '코미디', '드라마', '애니메이션']",25분,"['Masako Nozawa', 'Kazuyo Aoki', 'Keiko Han', 'Ichirō Nagai', 'Ikuo Nishikawa', 'Kaoru Kurosu', 'Kaoru Ozawa', 'Naoki Tatsuta', 'Natsuko Kawaji', 'Sumiko Shirakawa', 'Yoshiko Matsuo', 'Minoru Yada', 'Ichirō Murakoshi', 'Haru Endō', 'Atsuko Mine', 'Bin Shimada', 'Chiyoko Kawashima', 'Eiji Kanie', 'Eken Mine', 'Issei Futamata', 'Kazuhiko Inoue']",미국 미시시피에 사는 건강한 소년 톰 소여. 톰은 공부 같은 것은 취미 없고 폴리 이모가 시킨 일은 게으름 피우며 하지 않거나 온 동네를 휩쓸며 짓궂은 장난을 일삼는 말썽꾸러기이다. 사는 곳이 일정치 않은 자유분방한 친구 허클베리 핀(일명: 허크)과의 신나는 모험이 펼쳐진다.,https://images.justwatch.com/poster/240836372/s276/tom-soyeoyi-moheom.webp,
이겨라 승리호,タイムボカンシリーズ ヤッターマン,1977,"{'Watcha': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}","['84%', '6.5']","['액션', 'SF', '애니메이션', '코미디', '가족']",22분,"['Yoshiko Ohta', 'Mari Okamoto', 'Reiko Katsura', 'Noriko Ohara', 'Joji Yanami', 'Kazuya Tatekabe', 'Junpei Takiguchi', 'Masaru Ikeda']",타임보칸 시리즈 두번째 작품.,https://images.justwatch.com/poster/138737651/s276/igyeora-seungriho.webp,['Hiroshi Sasagawa']
개구리 왕눈이,けろっこデメタン,1973,"{'Watcha': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}","['70%', '7.3']","['액션', '애니메이션', '드라마']",21분,"['Mari Okamoto', 'Yasuo Tanaka', 'Kōichi Kitamura', 'Kousei Tomita', 'Miyoko Shoji', 'Shun Yashiro', 'Yuko Hisamatsu', 'Haruko Kitahama', 'Hiroshi Ohtake']","1973년에 타츠노코 프로덕션에서 만들어진 작품. 청개구리인 왕눈이 가족이 도롱뇽들의 공격과 지진으로 친구들과 형제들을 잃고 무지개 연못으로 이사를 가게 되었는데, 그쪽에는 대부분이 참개구리들이라, 청개구리인 왕눈이 일가는 각종 차별과 학대를 받는다. 그러나 모든 것을 비폭력으로 대응하면서, 결국에는 마을 사람들에게 인정받는 이야기다.",https://images.justwatch.com/poster/138626899/s276/gaeguri-wangnuni.webp,
허리케인 포리마,破裏拳ポリマー,1974,,,"{'Naver Store': ['1개', 'HD']}","['70%', '7.6']","['애니메이션', '액션', 'SF']",24분,"['Masashi Amenomori', 'Kazuyuki Sogabe', 'Kan Tokumaru', 'Kei Tomiyama', 'Takeshi Aono', 'Miki Ochiai', 'Kazuya Tatekabe']",초인 초리마로 변신하는 능력을 얻게 된 소년의 이야기,https://images.justwatch.com/poster/247574538/s276/heorikein-porima.webp,['Hisayuki Toriumi']
SBS 연기대상,,1992,"{'wavve': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}",['96%'],['RealityTV'],1시간 45분,,"The hottest actors, producers, and writers gather together to celebrate the end of the year at the 2017 SBS Drama Awards. In 2017, there were many dramas that captured the heart of the viewers. What will be the show that has been loved the most by viewers? And who will be the best actor of 2017?",https://images.justwatch.com/poster/239201230/s276/sbs-yeongidaesang.webp,
제3공화국,,1993,,,,,,1시간 13분,,인간 박정희의 모습과 5.16군사 쿠데타로 태동된 '제3공화국'의 정치적 사건들을 다룬 드라마,,
생방송 심야토론,,1987,"{'wavve': ['1개', 'HD']}",,,,,1시간 40분,,"설득, 경청, 공감으로 사회 쟁점과 해법에 대해 영감을 얻을 수 있는 70분. 이슈의 핵심을 건드리는 품격있는 정통토론의 귀환!",https://images.justwatch.com/poster/251715244/s276/saengbangsong-simyatoron.webp,
제1공화국,,1981,"{'wavve': ['1개', 'HD']}",,,,,1시간 19분,,해방부터 이승만 대통령의 하야까지 1공화국의 내막을 그린 드라마,,
이상한 나라의 폴,ポールのミラクル大作戦,1976,"{'Watcha': ['1개', 'HD']}",,"{'Naver Store': ['1개', 'HD']}",,['애니메이션'],20분,"['Sumiko Shirakawa', 'Keiko Yokozawa', 'Yoko Asagami', 'Tōru Ōhira', 'Isamu Tanonaka', 'Hiroko Maruyama', 'Kinpei Azusa']",마법의 세계를 지배하는 마왕을 현실세계에서 온 용감한 소년이 무너트리는 이야기,https://images.justwatch.com/poster/192334163/s276/isanghan-narayi-pol.webp,['Tatsuo Yoshida']
플란다스의 개,フランダースの犬,1975,"{'wavve': ['1개', 'HD'], 'Watcha': ['1개', 'HD']}","{'Naver Store': ['1개', 'HD']}","{'Naver Store': ['1개', 'HD']}","['80%', '8.1']","['애니메이션', '가족', '드라마']",25분,"['Michie Kita', 'Reiko Katsura', 'Kuriko Komamura', 'Masako Sugaya', 'Taeko Nakanishi', 'Yasuo Muramatsu', 'Sumiko Shirakawa', 'Hiroo Oikawa', 'Haru Endō', 'Iemasa Kayumi', 'Ichirō Nagai', 'Tamio Ohki', 'Reiko Mutoh', 'Masashi Amenomori']","그림 그리기를 좋아하는 네로는 일찍이 부모님을 잃고 할아버지와 함께 우유배달을 하며 어려운 생활을 살아가고 있지만, 가장 친한 친구인 아로아, 조르쥬, 폴이 있어 행복하다. 어느날, 네로는 길가에 버려져 죽어가는 파트라슈를 발견하고 극진히 간호하여 할아버지와 함께 우유배달을 하기 시작한다. 그러나 행복한 나날도 잠시... 할아버지가 세상을 떠나고 코제트의 오해 등으로 인해 네로는 외로움과 생활고에 더욱 힘들어 한다. 그래도 용기를 잃지 않는 네로는 미술대회에 작품을 출품하기로 결심하고 할아버지와 파트라슈와의 다정한 모습을 담은 그림을 제출하는데...",https://images.justwatch.com/poster/247350992/s276/peulrandaseuyi-gae.webp,
